university_name,program_name,degree_type,degree_level,program_category,duration_years,tuition_fees,country,city,specializations,prerequisites,gpa_requirement_min,language_requirements,faculty_research_interests,career_outcomes,confidence_score,last_updated,source_url,application_deadlines,application_fee,campus_facilities,cost_of_living_estimate,data_completeness,program_description,rankings,research_opportunities,scholarships_available,student_reviews_rating,university_id
Technical University of Munich,Master of Science Software Engineering,Master of Science,Masters,Computer Science,4.0,"{""domestic_per_year"": 85, ""international_per_year"": 85, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Munich,[],"[""Recognized undergraduate degree (e.g. Bachelor's)"", ""Successful completion of aptitude assessment procedure""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",[],"[""Software development"", ""Software architecture"", ""Software quality assurance"", ""Information management"", ""Project management"", ""Strategic IT planning"", ""Technology consulting"", ""Independent software development"", ""Research positions in academia and industry""]",0.825,2025-11-27T10:10:07.229000,https://www.tum.de/en/studies/degree-programs/detail/software-engineering-master-of-science-msc,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.625,"The Master's degree program in Software Engineering equips students to carry out responsible functions as technology experts and decision makers in science and industry. The program imparts in-depth, practice- and application-oriented knowledge in the central topics of Software Engineering. Graduates can evaluate software processes, requirements engineering methods, design and architectural principles, validation methods and techniques, and can create technical solutions in analysis, design, implementation, and validation of software-intensive systems. Students also develop abilities in abstraction and analysis, systematic and structured working, methodological competence, customer orientation, quality awareness, entrepreneurship, and social skills relevant to Software Engineering.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Sport and Exercise Science,Master of Science,Masters,Other,2.0,"{""domestic_per_year"": null, ""international_per_year"": 12000, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Munich,"[""Biomechanics and Neuroscience"", ""Exercise Biology, Training & Health"", ""Psychology and Social Sciences"", ""Research Skills, Auxiliary Subjects""]","[""Recognized undergraduate degree (e.g. Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Proof of English language proficiency"", ""Preliminary Documentation (VPD) for qualifications obtained outside Germany""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Biomechanics"", ""Exercise biology"", ""Performance physiology"", ""Sports psychology"", ""Social sciences in sports"", ""Health sports"", ""Competitive sports"", ""Sports economics"", ""Sports technology""]","[""Sports clubs"", ""Local authorities"", ""Health insurance companies"", ""Elite sports institutions"", ""Sports companies"", ""Academic research and doctoral studies"", ""Public health organizations"", ""Sports management""]",1.0,2025-11-27T10:10:07.230000,https://www.tum.de/en/studies/degree-programs/detail/sport-and-exercise-science-master-of-science-msc,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"The English-taught Master's degree program in Sport and Exercise Science teaches students to comprehend sports' many dimensions and develop products and programs that offer optimal solutions to society's multifaceted demands on sports. The program provides in-depth knowledge in classic sports science disciplines, addresses current social problems in sports related to health, economy, and technology, and imparts practical professional skills. Students learn diagnostic procedures in biomechanics, performance physiology, and psychology; develop concepts for competitive and health sports; use advanced technologies; and critically reflect on social issues in sports.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Sport Science,Bachelor of Science,Undergraduate,Other,3.0,"{""domestic_per_year"": 170, ""international_per_year"": 4000, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Munich,"[""Movement and Training Science"", ""Biomechanics"", ""Sports Medicine"", ""Sports Psychology"", ""Sports Pedagogy and Didactics"", ""Sports Communication"", ""Sports Management""]","[""Higher Education Entrance Qualification"", ""Proof of German Language Proficiency"", ""Complete and Current Résumé"", ""Statement of Purpose (Letter of Motivation)"", ""Passport"", ""Preliminary Documentation (VPD) by uni-assist for international applicants""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Movement Science"", ""Neuroscience"", ""Training Science"", ""Sports Medicine"", ""Biomechanical Principles"", ""Sports Psychology"", ""Sports Pedagogy"", ""Sports Sociology"", ""Media and Communication in Sport"", ""Sports Management and Entrepreneurship""]","[""Sports Clubs and Associations"", ""Health Care"", ""Sport Management"", ""Sport Communication"", ""Commercial Companies in the Sports Sector"", ""Further Academic Education and Master's Programs""]",1.0,2025-11-27T10:10:07.232000,https://www.tum.de/en/studies/degree-programs/detail/sport-science-bachelor-of-science-bsc,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"The interdisciplinary Bachelor's degree program in Sport Science is dedicated to the holistic understanding of the human body in the context of physical activity and sport. The program focuses on the study of sports in all its facets and perspectives, teaching technical fundamentals and competencies in movement and training science, biomechanics, anatomy, physiology and biochemistry, sports medicine, sports psychology, sports pedagogy and didactics, sports communication, and sports management.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Sustainable Energy and Processes,Master of Science,Masters,Engineering,2.0,"{""domestic_per_year"": null, ""international_per_year"": 8000, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Straubing,"[""Chemical and biological process engineering"", ""Energy technology"", ""Material process technology"", ""Sustainability and economics""]","[""Recognized undergraduate degree (e.g. Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Proof of English language proficiency"", ""Degree certificate and diploma"", ""Transcript of studies"", ""Curriculum (module description)"", ""Complete résumé"", ""Passport"", ""Preliminary Documentation (VPD) for qualifications obtained outside Germany""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Renewable energy systems"", ""Bioprocess engineering"", ""Carbon capture and utilization"", ""Energy storage"", ""Sustainable materials"", ""Process optimization"", ""Environmental technology""]","[""Responsible positions in industrial companies across various sectors"", ""Energy and process engineering roles"", ""Research and development positions"", ""Opportunities for doctoral studies and scientific work""]",1.0,2025-11-27T10:10:07.235000,https://www.tum.de/en/studies/degree-programs/detail/sustainable-energy-and-processes-master-of-science-msc,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"Sustainable industries depend on sustainable energy supply and sustainable extraction and processing of resources. Students learn to develop and implement ecologically responsible and economically viable processes, structures, and products based on process engineering. The program provides in-depth expertise in mechanical, chemical, and thermal process engineering, bioprocess engineering, energy process engineering, and materials science. Students deal with thermodynamics and energy, fluid mechanics and separation, solids and separation processes, chemical and biological processes, materials science, information technology and digitization, as well as economics and ecology. Graduates become experts in energy and process engineering with focus on developing processes that meet both economic and ecological requirements.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Master of Science in Sustainable Food,Master of Science,Masters,Other,2.0,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",Singapore,Singapore,"[""Food Safety"", ""Food Science"", ""Food Technology"", ""Sustainability""]","[""Bachelor's Degree (minimum 3 years) in Food Science, Food Technology, Food Engineering, Nutrition, Food Safety, Sustainability"", ""Equivalent degree in Science, Technology, Engineering or closely related discipline""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Food safety"", ""Food science"", ""Food technology"", ""Sustainability"", ""Global food systems"", ""Food security""]","[""Food science"", ""Food technology"", ""Food control"", ""Public health"", ""Environmental sustainability"", ""Food manufacturing"", ""Food production"", ""Food processing"", ""Food retail"", ""Novel foods development"", ""Plant proteins""]",0.975,2025-11-27T10:10:07.237000,https://www.tum.de/en/studies/degree-programs/detail/sustainable-food,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,The MSc in Sustainable Food is designed with a holistic approach to equip individuals with specialized scientific knowledge and skill sets in food science and food safety to institute systemic change across the major pillars of today's global food system to achieve food sustainability. The program aims to nurture future leaders in the agri-food industry to establish a new generation of sustainable and safe food by developing strategies at the policy level to integrate the highly fragmented and complex food system. Students will develop proficiency in analytical skills and critical thinking while being equipped with scientific concepts and techniques in Food Safety and Food Technology areas.,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Sustainable Management and Technology,Bachelor of Science,Undergraduate,Business,3.0,"{""domestic_per_year"": null, ""international_per_year"": 4000, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Straubing,"[""Business administration and technological electives"", ""Project studies"", ""Study abroad opportunities""]","[""Higher Education Entrance Qualification"", ""Statement of purpose (Letter of Motivation)"", ""Complete and Current Résumé"", ""Passport"", ""Preliminary Documentation (VPD) by uni-assist for international applicants""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Sustainable technologies"", ""Bio-based economy"", ""Sustainable resource utilization"", ""Climate-neutral resource management""]","[""Sustainability management in companies"", ""Research and development"", ""Procurement"", ""Production"", ""Sales"", ""Controlling"", ""Marketing"", ""Roles in startups to large corporations""]",1.0,2025-11-27T10:10:07.239000,https://www.tum.de/en/studies/degree-programs/detail/sustainable-management-and-technology-bachelor-of-science-bsc,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"The interdisciplinary Bachelor's program Sustainable Management and Technology bridges the gap between business administration and technical business areas and trains the leaders of tomorrow's sustainable economy who can understand and shape business developments and their impact on society and the economy with the necessary depth and complexity. Students acquire broad knowledge of business fundamentals, essential basics of statistics, business mathematics and computer science, and apply sustainability concepts for the evaluation and innovation of products, processes and value chains while considering business, economic, ecological and social effects.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Sustainable Management and Technology,Master of Science,Masters,Business,2.0,"{""domestic_per_year"": null, ""international_per_year"": 8000, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Straubing,"[""Major in Biotechnology and Material Sciences (BMS)"", ""Major in Sustainable Management (SM)""]","[""Recognized undergraduate degree (e.g., Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Proof of English language proficiency"", ""Degree certificate and diploma"", ""Transcript of records"", ""Curricular analysis"", ""List of best credits"", ""Complete and current résumé"", ""Passport"", ""Preliminary documentation (VPD) for qualifications obtained outside Germany""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Sustainable chemistry and energy management"", ""Biotechnology"", ""Material sciences"", ""Digitalization"", ""Circular economy"", ""Resource recovery"", ""Value chain optimization""]","[""Analysts, innovators and mediators across functions and disciplines"", ""Roles in research and development, purchasing, production, sales and controlling"", ""Positions in industry, trade, finance and consulting sectors"", ""Sustainability management across all economic sectors""]",1.0,2025-11-27T10:10:07.240000,https://www.tum.de/en/studies/degree-programs/detail/sustainable-management-and-technology-master-of-science-msc,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"The Master's program Sustainable Management and Technology trains the leaders of tomorrow's sustainable economy at one of Europe's top technical universities. It combines an outstanding education in management with profound skills in biotechnology, sustainability and circular economy. The program bridges the gap between business and technical areas of enterprise and trains innovative managers who can shape entrepreneurial developments and their impact on society and economy.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Master of Advanced Studies in Sustainable Real Estate,Master of Science,Masters,Engineering,2.0,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Munich,"[""Sustainability and ESG criteria"", ""Multidimensional potential analysis of locations and real estate"", ""Value creation process in the real estate life cycle"", ""Transformation to sustainable real estate"", ""Sustainability at the corporate level"", ""Methods and processes for sustainable development, planning, construction, and operation""]","[""Bachelor's degree or equivalent qualification for postgraduate studies"", ""At least 3 years of professional experience"", ""Complete and current résumé"", ""Transcript of records"", ""Preliminary documentation (VPD) for qualifications obtained outside Germany""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Sustainable real estate management"", ""ESG criteria integration"", ""Real estate lifecycle analysis"", ""Sustainable development processes"", ""Corporate sustainability strategies""]","[""Project and real estate development"", ""Asset and fund management"", ""Project management"", ""Consulting"", ""Senior roles driving sustainable development in construction and real estate industries""]",0.975,2025-11-27T10:10:07.242000,https://www.tum.de/en/studies/degree-programs/detail/sustainable-real-estate-master-of-advanced-studies-mas,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"The Master of Advanced Studies program in Sustainable Real Estate at TUM trains specialists and managers to shape the sustainable transformation of the construction and real estate industry. The program combines academic excellence with practical insights and responds to the urgent need for sustainable transformation in a sector facing challenges from climate change, ESG regulation, and resource scarcity. Designed for experienced professionals in architecture, civil engineering, urban planning, real estate, and related fields, the program enables participants to broaden their expertise across disciplines and actively shape sustainable development of real estate projects. Students gain in-depth understanding of ecological, social, and economic sustainability in real estate, learn to address complex challenges across the entire real estate lifecycle, integrate ESG criteria and sustainability standards, and acquire skills to lead interdisciplinary teams and manage sustainable processes.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Sustainable Resource Management,Master of Science,Masters,Business,2.0,"{""domestic_per_year"": null, ""international_per_year"": 8000, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Freising,"[""Climate, Air and Water"", ""Economic and Political Dimensions of Sustainability"", ""Landscape Management"", ""Management and Protection of Forest Ecosystems"", ""Material and Waste Management"", ""Renewable Resources"", ""Soils and Soil Management"", ""Sustainable Agricultural Systems and Products"", ""Wildlife and Protected Area Management""]","[""Recognized undergraduate degree (Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Proof of English language proficiency"", ""Degree certificate and diploma"", ""Transcript of records"", ""Complete résumé"", ""Passport"", ""Preliminary Documentation (VPD) for international qualifications""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",[],"[""Large companies"", ""Environmental consulting"", ""National and international non-governmental organizations"", ""Public administration"", ""Academic research and doctoral studies""]",0.95,2025-11-27T10:10:07.244000,https://www.tum.de/en/studies/degree-programs/detail/sustainable-resource-management-master-of-science-msc,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"The Master's program in Sustainable Resource Management teaches students to develop and implement strategies for ecologically, economically, and socially sustainable resource management. The highly interdisciplinary program combines natural sciences with sustainability theories, management strategies, and social science perspectives. Students learn to analyze and evaluate production chains, material flow systems, technical processes, and human actions in terms of their sustainability, and acquire skills to identify interest groups, understand conflicting goals, and develop appropriate solutions.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Teaching at Academic Secondary Schools – Scientific Education,Bachelor of Education,Undergraduate,Education,3.0,"{""domestic_per_year"": 85, ""international_per_year"": 85, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Munich,[],"[""Higher Education Entrance Qualification"", ""Proof of German Language Proficiency"", ""Complete and Current Résumé"", ""Passport"", ""Proof of Internships or Professional Experience (optional)"", ""Preliminary Documentation (VPD) by uni-assist (for international applicants only)""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",[],"[""Teacher at German academic secondary schools""]",0.825,2025-11-27T10:10:07.245000,https://www.tum.de/en/studies/degree-programs/detail/teaching-at-academic-secondary-schools-scientific-education-bachelor-of-education-bed,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.625,This Bachelor's degree program is specifically designed for students aiming to become teachers at German academic secondary schools.,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Teaching at Academic Secondary Schools – Scientific Education,Master of Education,Masters,Education,4.0,"{""domestic_per_year"": 85, ""international_per_year"": 85, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Munich,[],"[""Bachelor's degree or equivalent qualification"", ""Proof of German language proficiency"", ""Degree certificate and diploma"", ""Transcript of records"", ""Statement of purpose"", ""Complete résumé"", ""Passport"", ""Preliminary Documentation (VPD) for international qualifications""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",[],"[""Teaching at academic secondary schools"", ""Educational roles in scientific education""]",0.825,2025-11-27T10:10:07.247000,https://www.tum.de/en/studies/degree-programs/detail/teaching-at-academic-secondary-schools-scientific-education-master-of-education-med,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.625,Master's program focused on teaching scientific education at academic secondary schools. The program is offered in German only and prepares students for teaching careers in secondary education with a scientific focus.,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Technology Management Honours Degree,Master of Science,Masters,Business,3.0,"{""domestic_per_year"": 85, ""international_per_year"": 85, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Munich,[],"[""Recognized undergraduate degree (e.g. Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Sufficient English language proficiency""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""High-technology management"", ""Trend research"", ""Product development"", ""Marketing"", ""Entrepreneurship""]","[""Leadership positions in society and industry"", ""Management roles at the interface between high-technology and business"", ""Effective managers in dynamic and cross-functional environments""]",0.95,2025-11-27T10:10:07.249000,https://www.tum.de/en/studies/degree-programs/detail/technology-management-honours-degree,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"The graduate program Technology Management prepares highly talented students for future leadership positions in society and industry in the field of high-technology management. Theoretical and methodological knowledge, soft skills, hands-on experience in trend research, product development, marketing, and entrepreneurship is imparted in English language. Each semester up to 25 students with different study backgrounds ranging from Business Administration over Computer Science and Electrical Engineering to Psychology and Consumer Affairs get enrolled. During the program students are involved in project- and team-based lectures, seminars, and workshops which reflect the latest business and technology topics of practical relevancy. Courses are supported by renowned business partners of high-technology and consulting sectors. Excellent education is achieved by the integration of relevant external academic and professional guest lecturers, intense coaching, strong networking, lived interdisciplinarity and highly innovative course formats. Studies abroad at prestigious partner universities in Asia, Europe, and North America, or an internship abroad is an integral part of the curriculum.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Technology of Biogenic Resources,Bachelor of Science,Undergraduate,Engineering,3.0,"{""domestic_per_year"": 0, ""international_per_year"": 4000, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Straubing,"[""Renewables"", ""Cooperative design project"", ""Biomass utilization"", ""Process engineering fields"", ""Sustainability aspects""]","[""Higher Education Entrance Qualification"", ""Proof of German Language Proficiency"", ""Complete and Current Résumé"", ""Passport"", ""Preliminary Documentation (VPD) by uni-assist for international applicants""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Sustainable energy use"", ""Biogenic resources"", ""Process engineering"", ""Energy technology"", ""Plant cultivation"", ""Bioeconomy""]","[""Develop new methods in processes and research of biogenic value chains"", ""Develop products based on biogenic resources for industry"", ""Address challenges in sustainable economic development during climate change""]",1.0,2025-11-27T10:10:07.257000,https://www.tum.de/en/studies/degree-programs/detail/technology-of-biogenic-resources-bachelor-of-science-bsc,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"In the Technology of Biogenic Resources program, students will acquire a combination of specialized knowledge and interdisciplinary skills in the fields of energy, process engineering, plant cultivation, and chemistry, in order to transform our technology and industry onto a sustainable basis. The program focuses on sustainable energy use and the development of products from biogenic resources. Biogenic raw materials play a key role not only in energy supply but also in the supply of raw materials in general. The program aims to train engineers and scientists who understand the complex structure of biogenic raw materials, energy technology, process engineering, and sustainable plant cultivation to drive structural change toward a bioeconomy.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Technology of Biogenic Resources,Master of Science,Masters,Engineering,2.0,"{""domestic_per_year"": 0, ""international_per_year"": 8000, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Straubing,"[""Renewables"", ""Cooperative design project"", ""Biomass utilization"", ""Process engineering"", ""Sustainability aspects""]","[""Recognized undergraduate degree (e.g. Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Proof of English language proficiency"", ""Degree certificate and diploma"", ""Transcript of records"", ""Curriculum (module description)"", ""Statement of purpose"", ""Academic achievement overview form"", ""Complete résumé"", ""Preliminary documentation (VPD) for qualifications obtained outside Germany""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Sustainable energy"", ""Process engineering"", ""Biomass utilization"", ""Biogenic resource technology"", ""Sustainable development""]","[""Developing new methods in processes and research of biogenic material value chains"", ""Developing products based on biogenic resources for industry"", ""Addressing challenges in sustainable economic development during climate change""]",1.0,2025-11-27T10:10:07.259000,https://www.tum.de/en/studies/degree-programs/detail/technology-of-biogenic-resources-master-of-science-msc,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"The Technology of Biogenic Resources program provides students with a combination of specialized knowledge and interdisciplinary skills in the fields of energy, process engineering, plant cultivation, and chemistry, with the goal of transforming technology and industry onto a sustainable basis. The program focuses on sustainable energy use and developing products from biogenic resources.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Transportation Systems,Master of Science,Masters,Engineering,2.0,"{""domestic_per_year"": null, ""international_per_year"": 12000, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Munich,"[""Transportation Infrastructure"", ""Intelligent Transportation Systems (ITS)"", ""Transportation Demand Management""]","[""Recognized undergraduate degree (e.g., Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Proof of English language proficiency"", ""Degree certificate and diploma"", ""Transcript of records"", ""Statement of purpose (Letter of Motivation)"", ""Complete and current résumé"", ""Passport"", ""Preliminary Documentation (VPD) for qualifications obtained outside Germany""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Transportation planning strategies"", ""Integrated land-use and intermodal traffic management"", ""Transportation demand management"", ""Intelligent transportation systems"", ""Transport infrastructure design""]","[""Transport consultant"", ""Transport planner"", ""Government agencies"", ""Public transport authorities"", ""Urban and regional planning departments"", ""Private or state-owned transportation companies"", ""Freight and logistics enterprises"", ""Automotive sector"", ""Infrastructure maintenance"", ""Research positions in scientific institutions""]",1.0,2025-11-27T10:10:07.260000,https://www.tum.de/en/studies/degree-programs/detail/transportation-systems-master-of-science-msc,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"The master's program in Transportation Systems aims to equip students with the necessary skills to design and operate modern transportation systems. The program addresses the increasing demand for mobility and sustainability challenges, requiring new planning and management strategies in transportation. Students learn to design roads, traffic control systems, and public transport networks while considering transportation as part of a complex system encompassing networks, means of transportation, infrastructure, and traffic control systems.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Urbanism – Urban and Landscape Studies and Design,Master of Science,Masters,Other,2.0,"{""domestic_per_year"": null, ""international_per_year"": 8000, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Munich,[],"[""Recognized undergraduate degree (e.g., Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Sufficient German language proficiency"", ""Degree certificate and diploma"", ""Transcript of records"", ""Certification of internship/work experience/vocational training"", ""Statement of purpose (Letter of Motivation)"", ""Complete and current résumé"", ""Portfolio of work"", ""Essay"", ""Passport"", ""Proof of German language proficiency"", ""Preliminary Documentation (VPD) for qualifications obtained outside Germany""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Global urbanization"", ""Ecological transformations"", ""Economic transformations"", ""Social transformations"", ""Aesthetic transformations"", ""Spatial disciplines"", ""Urban spaces"", ""Ecosystems"", ""Climate change""]",[],0.95,2025-11-27T10:10:07.262000,https://www.tum.de/en/studies/degree-programs/detail/urbanism-urban-and-landscape-studies-and-design-master-of-science-msc,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"The master's degree program in Urbanism – Urban and Landscape Studies and Design aims to create interdisciplinary solutions for the challenges of global urbanization. The program addresses the enormous ecological, economic, social and aesthetic transformations accompanying global urbanization, which represent a challenge for all spatial disciplines. Addressing these challenges as they impact societies, urban spaces, ecosystems and climate change requires interaction between all spatial disciplines. The term 'interdisciplinary urbanism' describes a practice that reacts at different levels on the basis of research and teaching.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
Technical University of Munich,Vocational Education Agriculture (Teaching at Vocational Schools),Bachelor of Education,Undergraduate,Education,3.0,"{""domestic_per_year"": 85, ""international_per_year"": 85, ""currency"": ""USD"", ""additional_fees"": null}",Germany,Munich,[],"[""Higher Education Entrance Qualification"", ""Proof of German Language Proficiency"", ""Complete and Current Résumé"", ""Passport"", ""Preliminary Documentation (VPD) by uni-assist (for international applicants only)""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",[],"[""Teacher at German vocational schools""]",0.825,2025-11-27T10:10:07.264000,https://www.tum.de/en/studies/degree-programs/detail/vocational-education-agriculture-teaching-at-vocational-schools-bachelor-of-education-bed,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.625,This bachelor's degree course is specifically designed for students aiming to become teachers at German vocational schools.,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,9e550f3fda50
