application_deadlines,application_fee,campus_facilities,career_outcomes,city,confidence_score,cost_of_living_estimate,country,data_completeness,degree_level,degree_type,duration_years,faculty_research_interests,gpa_requirement_min,language_requirements,last_updated,prerequisites,program_category,program_description,program_name,rankings,research_opportunities,scholarships_available,source_url,specializations,student_reviews_rating,tuition_fees,university_id,university_name
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Chemical industry"", ""Construction industry"", ""Biotechnology and medical technology"", ""Energy and environmental technology"", ""Electrical and electronics industry"", ""Vehicle and aircraft industry"", ""Research at universities and non-university scientific institutes""]",Munich,1.0,,Germany,0.875,Masters,Master of Science,2.0,"[""Material production"", ""Material characterization"", ""Structure-property relationships"", ""Process engineering"", ""Thermodynamics"", ""Manufacturing technologies"", ""Life cycle analysis"", ""Sustainable material design""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.225000,"[""Bachelor's degree in relevant field"", ""Aptitude assessment for Master""]",Engineering,"The program is interdisciplinary and focuses on the production, characterization and knowledge-based further development of structural and functional materials in the laboratory and in nature. The importance of material cycles and resource efficiencies will also be taught, as well as approaches to solving the resulting scientific and engineering challenges. The degree program provides insight into current methods of material production and material characterization and introduces a broad spectrum of technical application possibilities. Students learn to analyze materials regarding their stability under operating conditions and conduct life cycle analysis. The program expands knowledge in chemistry, physics, materials science, materials engineering, and mineral or biogenic materials.",Science and Technology of Materials,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/science-and-technology-of-materials-stm-1,"[""Chemistry of Materials"", ""Physics of Materials"", ""Materials Characterization"", ""Interface Science & Engineering"", ""Natural Materials & Environment"", ""Materials Knowledge"", ""Industry reference"", ""Use of renewable raw materials"", ""Biomaterials, technology and processes""]",,"{""domestic_per_year"": null, ""international_per_year"": 6000, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Academic research (PhD programs)"", ""Science and technology policy"", ""Science communication"", ""Journalism"", ""Technology management""]",Munich,1.0,,Germany,0.875,Masters,Master of Arts,2.0,"[""Science and technology in society"", ""Techno-scientific knowledge production"", ""Interdisciplinary research methods"", ""Social, ethical and political aspects of STEM fields""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.227000,"[""Recognized undergraduate degree (Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Proof of English language proficiency"", ""Statement of purpose (Letter of Motivation)"", ""Essay"", ""Complete résumé"", ""Transcript of records"", ""Degree certificate and diploma"", ""Proof of participation in social-scientific methodology course"", ""Preliminary Documentation (VPD) for international qualifications""]",Computer Science,"The STS Master's program primarily deals with the conditions and consequences of scientific and technological knowledge production and dissemination in radically technologized societies. The program offers an interdisciplinary orientation, allowing students to benefit from theories and research methods from various fields (social sciences, philosophy, and humanities) and apply these to actual techno-scientific problems in a critical and problem-oriented manner. The program conveys necessary reflexive, collaborative, and communicative skills and addresses questions about scientific and technological change, the interplay between science, technology and society, and forms of knowledge production across different contexts.",Science and Technology Studies,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/science-and-technology-studies-sts-master-of-arts-ma,"[""Philosophy of Science and Technology"", ""History of Science and Technology""]",,"{""domestic_per_year"": null, ""international_per_year"": 8000, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Software development"", ""Software architecture"", ""Software quality assurance"", ""Information management"", ""Project management"", ""Strategic IT planning"", ""Technology consulting"", ""Independent software development"", ""Research positions in academia and industry""]",Munich,0.825,,Germany,0.625,Masters,Master of Science,4.0,[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.229000,"[""Recognized undergraduate degree (e.g. Bachelor's)"", ""Successful completion of aptitude assessment procedure""]",Computer Science,"The Master's degree program in Software Engineering equips students to carry out responsible functions as technology experts and decision makers in science and industry. The program imparts in-depth, practice- and application-oriented knowledge in the central topics of Software Engineering. Graduates can evaluate software processes, requirements engineering methods, design and architectural principles, validation methods and techniques, and can create technical solutions in analysis, design, implementation, and validation of software-intensive systems. Students also develop abilities in abstraction and analysis, systematic and structured working, methodological competence, customer orientation, quality awareness, entrepreneurship, and social skills relevant to Software Engineering.",Master of Science Software Engineering,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/software-engineering-master-of-science-msc,[],,"{""domestic_per_year"": 85, ""international_per_year"": 85, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Sports clubs"", ""Local authorities"", ""Health insurance companies"", ""Elite sports institutions"", ""Sports companies"", ""Academic research and doctoral studies"", ""Public health organizations"", ""Sports management""]",Munich,1.0,,Germany,0.875,Masters,Master of Science,2.0,"[""Biomechanics"", ""Exercise biology"", ""Performance physiology"", ""Sports psychology"", ""Social sciences in sports"", ""Health sports"", ""Competitive sports"", ""Sports economics"", ""Sports technology""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.230000,"[""Recognized undergraduate degree (e.g. Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Proof of English language proficiency"", ""Preliminary Documentation (VPD) for qualifications obtained outside Germany""]",Other,"The English-taught Master's degree program in Sport and Exercise Science teaches students to comprehend sports' many dimensions and develop products and programs that offer optimal solutions to society's multifaceted demands on sports. The program provides in-depth knowledge in classic sports science disciplines, addresses current social problems in sports related to health, economy, and technology, and imparts practical professional skills. Students learn diagnostic procedures in biomechanics, performance physiology, and psychology; develop concepts for competitive and health sports; use advanced technologies; and critically reflect on social issues in sports.",Sport and Exercise Science,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/sport-and-exercise-science-master-of-science-msc,"[""Biomechanics and Neuroscience"", ""Exercise Biology, Training & Health"", ""Psychology and Social Sciences"", ""Research Skills, Auxiliary Subjects""]",,"{""domestic_per_year"": null, ""international_per_year"": 12000, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Sports Clubs and Associations"", ""Health Care"", ""Sport Management"", ""Sport Communication"", ""Commercial Companies in the Sports Sector"", ""Further Academic Education and Master's Programs""]",Munich,1.0,,Germany,0.875,Undergraduate,Bachelor of Science,3.0,"[""Movement Science"", ""Neuroscience"", ""Training Science"", ""Sports Medicine"", ""Biomechanical Principles"", ""Sports Psychology"", ""Sports Pedagogy"", ""Sports Sociology"", ""Media and Communication in Sport"", ""Sports Management and Entrepreneurship""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.232000,"[""Higher Education Entrance Qualification"", ""Proof of German Language Proficiency"", ""Complete and Current Résumé"", ""Statement of Purpose (Letter of Motivation)"", ""Passport"", ""Preliminary Documentation (VPD) by uni-assist for international applicants""]",Other,"The interdisciplinary Bachelor's degree program in Sport Science is dedicated to the holistic understanding of the human body in the context of physical activity and sport. The program focuses on the study of sports in all its facets and perspectives, teaching technical fundamentals and competencies in movement and training science, biomechanics, anatomy, physiology and biochemistry, sports medicine, sports psychology, sports pedagogy and didactics, sports communication, and sports management.",Sport Science,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/sport-science-bachelor-of-science-bsc,"[""Movement and Training Science"", ""Biomechanics"", ""Sports Medicine"", ""Sports Psychology"", ""Sports Pedagogy and Didactics"", ""Sports Communication"", ""Sports Management""]",,"{""domestic_per_year"": 170, ""international_per_year"": 4000, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Responsible positions in industrial companies across various sectors"", ""Energy and process engineering roles"", ""Research and development positions"", ""Opportunities for doctoral studies and scientific work""]",Straubing,1.0,,Germany,0.875,Masters,Master of Science,2.0,"[""Renewable energy systems"", ""Bioprocess engineering"", ""Carbon capture and utilization"", ""Energy storage"", ""Sustainable materials"", ""Process optimization"", ""Environmental technology""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.235000,"[""Recognized undergraduate degree (e.g. Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Proof of English language proficiency"", ""Degree certificate and diploma"", ""Transcript of studies"", ""Curriculum (module description)"", ""Complete résumé"", ""Passport"", ""Preliminary Documentation (VPD) for qualifications obtained outside Germany""]",Engineering,"Sustainable industries depend on sustainable energy supply and sustainable extraction and processing of resources. Students learn to develop and implement ecologically responsible and economically viable processes, structures, and products based on process engineering. The program provides in-depth expertise in mechanical, chemical, and thermal process engineering, bioprocess engineering, energy process engineering, and materials science. Students deal with thermodynamics and energy, fluid mechanics and separation, solids and separation processes, chemical and biological processes, materials science, information technology and digitization, as well as economics and ecology. Graduates become experts in energy and process engineering with focus on developing processes that meet both economic and ecological requirements.",Sustainable Energy and Processes,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/sustainable-energy-and-processes-master-of-science-msc,"[""Chemical and biological process engineering"", ""Energy technology"", ""Material process technology"", ""Sustainability and economics""]",,"{""domestic_per_year"": null, ""international_per_year"": 8000, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Food science"", ""Food technology"", ""Food control"", ""Public health"", ""Environmental sustainability"", ""Food manufacturing"", ""Food production"", ""Food processing"", ""Food retail"", ""Novel foods development"", ""Plant proteins""]",Singapore,0.975,,Singapore,0.875,Masters,Master of Science,2.0,"[""Food safety"", ""Food science"", ""Food technology"", ""Sustainability"", ""Global food systems"", ""Food security""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.237000,"[""Bachelor's Degree (minimum 3 years) in Food Science, Food Technology, Food Engineering, Nutrition, Food Safety, Sustainability"", ""Equivalent degree in Science, Technology, Engineering or closely related discipline""]",Other,The MSc in Sustainable Food is designed with a holistic approach to equip individuals with specialized scientific knowledge and skill sets in food science and food safety to institute systemic change across the major pillars of today's global food system to achieve food sustainability. The program aims to nurture future leaders in the agri-food industry to establish a new generation of sustainable and safe food by developing strategies at the policy level to integrate the highly fragmented and complex food system. Students will develop proficiency in analytical skills and critical thinking while being equipped with scientific concepts and techniques in Food Safety and Food Technology areas.,Master of Science in Sustainable Food,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/sustainable-food,"[""Food Safety"", ""Food Science"", ""Food Technology"", ""Sustainability""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Sustainability management in companies"", ""Research and development"", ""Procurement"", ""Production"", ""Sales"", ""Controlling"", ""Marketing"", ""Roles in startups to large corporations""]",Straubing,1.0,,Germany,0.875,Undergraduate,Bachelor of Science,3.0,"[""Sustainable technologies"", ""Bio-based economy"", ""Sustainable resource utilization"", ""Climate-neutral resource management""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.239000,"[""Higher Education Entrance Qualification"", ""Statement of purpose (Letter of Motivation)"", ""Complete and Current Résumé"", ""Passport"", ""Preliminary Documentation (VPD) by uni-assist for international applicants""]",Business,"The interdisciplinary Bachelor's program Sustainable Management and Technology bridges the gap between business administration and technical business areas and trains the leaders of tomorrow's sustainable economy who can understand and shape business developments and their impact on society and the economy with the necessary depth and complexity. Students acquire broad knowledge of business fundamentals, essential basics of statistics, business mathematics and computer science, and apply sustainability concepts for the evaluation and innovation of products, processes and value chains while considering business, economic, ecological and social effects.",Sustainable Management and Technology,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/sustainable-management-and-technology-bachelor-of-science-bsc,"[""Business administration and technological electives"", ""Project studies"", ""Study abroad opportunities""]",,"{""domestic_per_year"": null, ""international_per_year"": 4000, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Analysts, innovators and mediators across functions and disciplines"", ""Roles in research and development, purchasing, production, sales and controlling"", ""Positions in industry, trade, finance and consulting sectors"", ""Sustainability management across all economic sectors""]",Straubing,1.0,,Germany,0.875,Masters,Master of Science,2.0,"[""Sustainable chemistry and energy management"", ""Biotechnology"", ""Material sciences"", ""Digitalization"", ""Circular economy"", ""Resource recovery"", ""Value chain optimization""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.240000,"[""Recognized undergraduate degree (e.g., Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Proof of English language proficiency"", ""Degree certificate and diploma"", ""Transcript of records"", ""Curricular analysis"", ""List of best credits"", ""Complete and current résumé"", ""Passport"", ""Preliminary documentation (VPD) for qualifications obtained outside Germany""]",Business,"The Master's program Sustainable Management and Technology trains the leaders of tomorrow's sustainable economy at one of Europe's top technical universities. It combines an outstanding education in management with profound skills in biotechnology, sustainability and circular economy. The program bridges the gap between business and technical areas of enterprise and trains innovative managers who can shape entrepreneurial developments and their impact on society and economy.",Sustainable Management and Technology,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/sustainable-management-and-technology-master-of-science-msc,"[""Major in Biotechnology and Material Sciences (BMS)"", ""Major in Sustainable Management (SM)""]",,"{""domestic_per_year"": null, ""international_per_year"": 8000, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Project and real estate development"", ""Asset and fund management"", ""Project management"", ""Consulting"", ""Senior roles driving sustainable development in construction and real estate industries""]",Munich,0.975,,Germany,0.875,Masters,Master of Science,2.0,"[""Sustainable real estate management"", ""ESG criteria integration"", ""Real estate lifecycle analysis"", ""Sustainable development processes"", ""Corporate sustainability strategies""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.242000,"[""Bachelor's degree or equivalent qualification for postgraduate studies"", ""At least 3 years of professional experience"", ""Complete and current résumé"", ""Transcript of records"", ""Preliminary documentation (VPD) for qualifications obtained outside Germany""]",Engineering,"The Master of Advanced Studies program in Sustainable Real Estate at TUM trains specialists and managers to shape the sustainable transformation of the construction and real estate industry. The program combines academic excellence with practical insights and responds to the urgent need for sustainable transformation in a sector facing challenges from climate change, ESG regulation, and resource scarcity. Designed for experienced professionals in architecture, civil engineering, urban planning, real estate, and related fields, the program enables participants to broaden their expertise across disciplines and actively shape sustainable development of real estate projects. Students gain in-depth understanding of ecological, social, and economic sustainability in real estate, learn to address complex challenges across the entire real estate lifecycle, integrate ESG criteria and sustainability standards, and acquire skills to lead interdisciplinary teams and manage sustainable processes.",Master of Advanced Studies in Sustainable Real Estate,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/sustainable-real-estate-master-of-advanced-studies-mas,"[""Sustainability and ESG criteria"", ""Multidimensional potential analysis of locations and real estate"", ""Value creation process in the real estate life cycle"", ""Transformation to sustainable real estate"", ""Sustainability at the corporate level"", ""Methods and processes for sustainable development, planning, construction, and operation""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Large companies"", ""Environmental consulting"", ""National and international non-governmental organizations"", ""Public administration"", ""Academic research and doctoral studies""]",Freising,0.95,,Germany,0.75,Masters,Master of Science,2.0,[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.244000,"[""Recognized undergraduate degree (Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Proof of English language proficiency"", ""Degree certificate and diploma"", ""Transcript of records"", ""Complete résumé"", ""Passport"", ""Preliminary Documentation (VPD) for international qualifications""]",Business,"The Master's program in Sustainable Resource Management teaches students to develop and implement strategies for ecologically, economically, and socially sustainable resource management. The highly interdisciplinary program combines natural sciences with sustainability theories, management strategies, and social science perspectives. Students learn to analyze and evaluate production chains, material flow systems, technical processes, and human actions in terms of their sustainability, and acquire skills to identify interest groups, understand conflicting goals, and develop appropriate solutions.",Sustainable Resource Management,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/sustainable-resource-management-master-of-science-msc,"[""Climate, Air and Water"", ""Economic and Political Dimensions of Sustainability"", ""Landscape Management"", ""Management and Protection of Forest Ecosystems"", ""Material and Waste Management"", ""Renewable Resources"", ""Soils and Soil Management"", ""Sustainable Agricultural Systems and Products"", ""Wildlife and Protected Area Management""]",,"{""domestic_per_year"": null, ""international_per_year"": 8000, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Teacher at German academic secondary schools""]",Munich,0.825,,Germany,0.625,Undergraduate,Bachelor of Education,3.0,[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.245000,"[""Higher Education Entrance Qualification"", ""Proof of German Language Proficiency"", ""Complete and Current Résumé"", ""Passport"", ""Proof of Internships or Professional Experience (optional)"", ""Preliminary Documentation (VPD) by uni-assist (for international applicants only)""]",Education,This Bachelor's degree program is specifically designed for students aiming to become teachers at German academic secondary schools.,Teaching at Academic Secondary Schools – Scientific Education,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/teaching-at-academic-secondary-schools-scientific-education-bachelor-of-education-bed,[],,"{""domestic_per_year"": 85, ""international_per_year"": 85, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Teaching at academic secondary schools"", ""Educational roles in scientific education""]",Munich,0.825,,Germany,0.625,Masters,Master of Education,4.0,[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.247000,"[""Bachelor's degree or equivalent qualification"", ""Proof of German language proficiency"", ""Degree certificate and diploma"", ""Transcript of records"", ""Statement of purpose"", ""Complete résumé"", ""Passport"", ""Preliminary Documentation (VPD) for international qualifications""]",Education,Master's program focused on teaching scientific education at academic secondary schools. The program is offered in German only and prepares students for teaching careers in secondary education with a scientific focus.,Teaching at Academic Secondary Schools – Scientific Education,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/teaching-at-academic-secondary-schools-scientific-education-master-of-education-med,[],,"{""domestic_per_year"": 85, ""international_per_year"": 85, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Leadership positions in society and industry"", ""Management roles at the interface between high-technology and business"", ""Effective managers in dynamic and cross-functional environments""]",Munich,0.95,,Germany,0.75,Masters,Master of Science,3.0,"[""High-technology management"", ""Trend research"", ""Product development"", ""Marketing"", ""Entrepreneurship""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.249000,"[""Recognized undergraduate degree (e.g. Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Sufficient English language proficiency""]",Business,"The graduate program Technology Management prepares highly talented students for future leadership positions in society and industry in the field of high-technology management. Theoretical and methodological knowledge, soft skills, hands-on experience in trend research, product development, marketing, and entrepreneurship is imparted in English language. Each semester up to 25 students with different study backgrounds ranging from Business Administration over Computer Science and Electrical Engineering to Psychology and Consumer Affairs get enrolled. During the program students are involved in project- and team-based lectures, seminars, and workshops which reflect the latest business and technology topics of practical relevancy. Courses are supported by renowned business partners of high-technology and consulting sectors. Excellent education is achieved by the integration of relevant external academic and professional guest lecturers, intense coaching, strong networking, lived interdisciplinarity and highly innovative course formats. Studies abroad at prestigious partner universities in Asia, Europe, and North America, or an internship abroad is an integral part of the curriculum.",Technology Management Honours Degree,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/technology-management-honours-degree,[],,"{""domestic_per_year"": 85, ""international_per_year"": 85, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Develop new methods in processes and research of biogenic value chains"", ""Develop products based on biogenic resources for industry"", ""Address challenges in sustainable economic development during climate change""]",Straubing,1.0,,Germany,0.875,Undergraduate,Bachelor of Science,3.0,"[""Sustainable energy use"", ""Biogenic resources"", ""Process engineering"", ""Energy technology"", ""Plant cultivation"", ""Bioeconomy""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.257000,"[""Higher Education Entrance Qualification"", ""Proof of German Language Proficiency"", ""Complete and Current Résumé"", ""Passport"", ""Preliminary Documentation (VPD) by uni-assist for international applicants""]",Engineering,"In the Technology of Biogenic Resources program, students will acquire a combination of specialized knowledge and interdisciplinary skills in the fields of energy, process engineering, plant cultivation, and chemistry, in order to transform our technology and industry onto a sustainable basis. The program focuses on sustainable energy use and the development of products from biogenic resources. Biogenic raw materials play a key role not only in energy supply but also in the supply of raw materials in general. The program aims to train engineers and scientists who understand the complex structure of biogenic raw materials, energy technology, process engineering, and sustainable plant cultivation to drive structural change toward a bioeconomy.",Technology of Biogenic Resources,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/technology-of-biogenic-resources-bachelor-of-science-bsc,"[""Renewables"", ""Cooperative design project"", ""Biomass utilization"", ""Process engineering fields"", ""Sustainability aspects""]",,"{""domestic_per_year"": 0, ""international_per_year"": 4000, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Developing new methods in processes and research of biogenic material value chains"", ""Developing products based on biogenic resources for industry"", ""Addressing challenges in sustainable economic development during climate change""]",Straubing,1.0,,Germany,0.875,Masters,Master of Science,2.0,"[""Sustainable energy"", ""Process engineering"", ""Biomass utilization"", ""Biogenic resource technology"", ""Sustainable development""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:07.259000,"[""Recognized undergraduate degree (e.g. Bachelor's)"", ""Successful completion of aptitude assessment procedure"", ""Proof of English language proficiency"", ""Degree certificate and diploma"", ""Transcript of records"", ""Curriculum (module description)"", ""Statement of purpose"", ""Academic achievement overview form"", ""Complete résumé"", ""Preliminary documentation (VPD) for qualifications obtained outside Germany""]",Engineering,"The Technology of Biogenic Resources program provides students with a combination of specialized knowledge and interdisciplinary skills in the fields of energy, process engineering, plant cultivation, and chemistry, with the goal of transforming technology and industry onto a sustainable basis. The program focuses on sustainable energy use and developing products from biogenic resources.",Technology of Biogenic Resources,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.tum.de/en/studies/degree-programs/detail/technology-of-biogenic-resources-master-of-science-msc,"[""Renewables"", ""Cooperative design project"", ""Biomass utilization"", ""Process engineering"", ""Sustainability aspects""]",,"{""domestic_per_year"": 0, ""international_per_year"": 8000, ""currency"": ""USD"", ""additional_fees"": null}",9e550f3fda50,Technical University of Munich
